time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.217895,0.2030,-0.2897,0.1475,0.383
1.227385,0.0010,-0.0455,0.3005,0.304
1.237733,0.0058,-0.1842,-0.0047,0.184
1.247062,-0.1556,-0.0776,0.1993,0.264
1.259149,-0.2586,0.0681,0.0896,0.282
1.277425,-0.2156,0.2433,-0.2254,0.396
1.279188,0.0323,0.2126,-0.4231,0.475
1.287066,-0.0723,0.2508,-0.1227,0.288
1.297067,-0.1963,-0.0541,-0.1359,0.245
1.309651,-0.1639,0.0333,0.3595,0.397
1.317119,-0.1512,-0.1344,0.2001,0.285
1.327594,0.1847,-0.3123,0.3857,0.530
1.337626,0.3551,-0.3138,0.7980,0.928
1.347132,0.0768,-0.1002,0.8024,0.812
1.361786,-0.1407,0.0441,0.5655,0.584
1.367171,0.1128,-0.0079,0.0579,0.127
1.377690,0.5438,0.1162,0.1202,0.569
1.387112,0.2031,0.0833,0.0664,0.229
1.397136,-0.2536,0.0601,-0.0152,0.261
1.410053,-0.5056,0.2136,-0.4013,0.680
1.417530,-0.4171,0.1812,-0.9171,1.024
1.427702,-0.2630,0.1985,-0.8700,0.930
1.437184,0.0466,0.0206,-0.7995,0.801
1.448354,0.1511,-0.0881,-0.5078,0.537
1.457042,-0.0400,-0.2452,-0.1438,0.287
1.467161,-0.1708,-0.2451,0.2268,0.375
1.477238,-0.1943,-0.1761,0.2237,0.345
1.487022,-0.2184,0.0105,-0.0738,0.231
1.498806,-0.1155,0.1090,-0.4112,0.441
1.507206,0.0649,0.3941,-0.0938,0.410
1.516957,-0.5284,0.2283,-0.2193,0.616
1.528198,-0.6916,0.2781,-0.3825,0.838
1.537248,-0.2303,0.2203,-0.2632,0.413
1.547155,-0.1330,0.0547,0.0219,0.145
1.557086,-0.1634,-0.1304,0.1991,0.289
1.567098,-0.0474,-0.2666,0.2884,0.396
1.578232,0.1273,-0.2754,0.4468,0.540
1.586982,0.2443,-0.4314,0.5282,0.724
