time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003133,-0.2280,0.0719,-0.0760,0.251
0.011265,-0.3036,0.0914,-0.0559,0.322
0.032510,-0.2330,0.0521,-0.0556,0.245
0.033295,-0.0750,0.0129,-0.0262,0.080
0.040888,-0.0056,-0.0164,-0.0068,0.019
0.051409,-0.0143,-0.0556,0.0029,0.057
0.061986,-0.1308,-0.0458,0.0126,0.139
0.072194,-0.2180,0.0032,0.0318,0.220
0.080692,-0.2274,-0.0064,0.0311,0.230
0.090877,-0.1885,-0.0259,0.0303,0.193
0.100657,-0.1207,-0.0454,0.0688,0.146
0.111036,-0.0728,-0.0649,0.1270,0.160
0.121403,-0.0252,-0.1041,0.1367,0.174
0.131026,0.0127,-0.1139,0.0881,0.145
0.140823,0.0901,-0.1043,0.0399,0.143
0.150769,-0.0082,-0.0652,0.0506,0.083
0.161011,-0.1062,0.0032,0.0222,0.109
0.170944,-0.1944,0.0423,-0.0261,0.201
0.181502,-0.1849,0.0717,-0.0356,0.201
0.191327,-0.1467,0.0226,-0.0944,0.176
0.200740,-0.0108,-0.0557,-0.0260,0.062
0.211100,0.0566,-0.1144,0.0812,0.151
0.222117,-0.0029,-0.1241,0.1591,0.202
0.230877,-0.0424,-0.1143,0.1199,0.171
0.241485,-0.0621,-0.0457,0.0515,0.093
0.250749,-0.0818,-0.0163,-0.0661,0.106
0.260884,-0.0623,0.0131,-0.0960,0.115
0.271713,-0.0724,-0.0161,-0.0377,0.083
0.280812,-0.0432,-0.0650,0.0398,0.088
0.291278,0.0251,-0.1335,0.1860,0.230
0.300875,-0.0139,-0.1334,0.1561,0.206
0.311500,-0.0920,-0.0550,0.0972,0.145
0.324389,-0.0918,-0.0158,0.0091,0.094
0.331076,-0.1211,0.0331,-0.0199,0.127
0.341419,-0.1408,0.0036,-0.0099,0.141
0.350921,-0.1608,-0.0061,0.0393,0.166
0.360913,-0.1615,-0.0257,0.0787,0.181
0.373094,-0.0645,-0.0748,0.0689,0.120
0.382529,0.0516,-0.1042,0.1476,0.188
0.392188,0.0313,-0.1142,0.0307,0.122
0.401245,0.0311,-0.0456,0.0607,0.082
0.411301,-0.0175,-0.0654,0.0127,0.069
0.426007,-0.0169,-0.0263,0.0333,0.046
0.431330,-0.0259,-0.0657,0.1225,0.141
0.442690,-0.1033,-0.0659,0.0846,0.149
0.451473,-0.1808,-0.0270,0.0763,0.198
0.461300,-0.1411,-0.0076,0.0387,0.147
0.474119,-0.0134,-0.1354,0.0406,0.142
0.481350,-0.0623,0.0505,-0.0750,0.110
0.492308,-0.3167,0.0698,-0.3084,0.448
0.501030,-0.2582,0.0894,-0.1419,0.308
0.512257,-0.2201,0.0504,0.0821,0.240
0.521090,-0.0946,-0.0082,0.1109,0.146
0.531799,0.0499,-0.1259,0.0426,0.142
0.542494,0.2343,-0.1358,-0.0157,0.271
0.551018,0.0179,-0.1063,0.0525,0.120
0.561786,-0.0112,-0.0376,-0.3990,0.401
0.571219,-0.0105,-0.1547,-0.1183,0.195
0.581583,-0.2449,-0.1145,0.6699,0.722
0.591094,-0.1763,0.0132,0.4328,0.468
0.601157,0.0096,-0.1829,0.2077,0.277
0.611509,-0.5197,-0.0358,0.6782,0.855
0.621336,-0.4425,0.1498,0.3391,0.577
0.631201,-0.1713,-0.0574,0.1805,0.255
0.641133,0.3442,-0.0980,-0.4579,0.581
0.650969,0.2242,-0.2165,-0.2175,0.380
0.662280,0.1938,0.0477,-0.1069,0.226
0.671384,-0.1687,-0.0900,-0.0155,0.192
0.681162,0.0763,-0.0414,-0.1300,0.156
0.692806,0.1352,0.0756,-0.2741,0.315
0.700989,-0.0399,0.0263,-0.2331,0.238
0.711158,-0.0184,0.0067,-0.0666,0.069
0.724254,-0.0935,-0.0813,-0.0182,0.125
0.731346,-0.0717,-0.1204,0.0496,0.149
0.741332,0.0676,-0.1987,0.1663,0.268
0.750994,0.0994,-0.2182,0.3318,0.409
0.761380,-0.0445,-0.1495,0.2825,0.323
0.771751,-0.1979,0.0268,-0.0595,0.208
0.781446,-0.5184,0.1346,-0.1965,0.570
0.791068,-0.3307,0.1054,-0.2669,0.438
0.801359,0.1594,0.0863,0.0830,0.199
0.811180,0.0030,-0.0113,0.4631,0.463
0.820920,0.0828,-0.2077,0.5140,0.561
0.831090,0.1236,-0.1793,0.2161,0.307
0.844157,0.2743,-0.1411,-0.4344,0.533
0.851341,0.1630,-0.1806,-0.1582,0.290
0.861535,0.4262,-0.2292,-0.0917,0.493
0.871091,0.7805,-0.1700,-0.1233,0.808
0.881032,0.4917,-0.2086,-0.4311,0.686
0.891612,0.5404,-0.1189,-0.0664,0.557
0.901959,0.4075,-0.2348,-0.3901,0.611
0.911499,-0.2332,0.4635,-0.3627,0.633
0.920922,-0.8714,1.0745,-0.8098,1.603
0.932648,1.0934,0.8918,-0.9475,1.700
0.941909,1.9687,0.2791,0.6933,2.106
0.951103,0.8092,-0.0689,0.4449,0.926
0.961391,-0.4000,-0.1720,0.1321,0.455
0.971013,-1.2665,-0.4120,-0.0921,1.335
0.981357,-1.5533,-0.6620,0.1548,1.696
0.994065,-1.2821,-0.3925,0.2938,1.373
1.001365,0.2920,0.3078,-0.7621,0.872
1.012826,-0.0238,0.1956,0.4807,0.520
1.021180,-0.8605,-0.2210,0.6767,1.117
1.031760,-1.1430,-0.1197,-0.3836,1.212
1.042177,-1.4416,-0.2146,0.0064,1.457
1.050982,-0.4355,-0.2610,0.0727,0.513
1.061472,0.7813,-0.1411,-0.1934,0.817
1.071095,1.0998,-0.1086,-0.6001,1.258
1.082042,0.7807,-0.2707,-1.5511,1.757
1.095173,0.0030,-0.6154,1.9745,2.068
1.102955,-0.3242,-0.3348,1.5412,1.610
1.111271,-0.3367,-0.1362,0.7696,0.851
1.120883,-0.1271,-0.2031,0.4616,0.520
1.132503,0.1201,0.0041,0.2724,0.298
1.144302,0.3859,-0.1518,-0.4342,0.600
1.151780,-0.2576,0.0360,-0.3193,0.412
1.161903,-1.2735,0.0575,-0.1472,1.283
1.172337,-1.5200,0.2453,-0.2104,1.554
1.180949,-0.8233,0.1778,0.0292,0.843
1.192648,-0.8462,0.2083,0.1897,0.892
1.200949,-0.6076,0.2384,-0.0906,0.659
1.212105,-0.7536,0.1017,-0.0668,0.763
1.222040,-0.6205,-0.0351,0.4359,0.759
1.231107,-0.1712,-0.1238,0.3557,0.414
1.242065,0.2940,-0.3603,0.3855,0.604
1.252111,0.4763,-0.5184,0.1807,0.727
1.260940,0.8659,-0.3527,0.1034,0.941
1.271002,0.6423,-0.2257,0.4957,0.842
1.282730,-0.7164,-0.2462,-0.0804,0.762
1.292364,-2.2321,-0.0210,-0.0901,2.234
1.301506,-1.7797,-0.2571,-0.2199,1.812
1.311067,-1.8306,-0.0720,0.0417,1.832
1.321371,-1.5388,0.2299,-0.0675,1.557
1.332587,0.4391,0.5018,-0.3518,0.754
1.342841,2.2014,0.4508,-0.3638,2.276
1.351935,2.4276,-0.0402,-0.5543,2.490
1.361148,1.7567,-0.3338,-0.2081,1.800
1.371228,0.6949,-0.3325,0.3127,0.831
1.381386,0.6001,-0.1349,0.6579,0.901
1.392796,0.1657,-0.2223,0.5161,0.586
1.401411,0.1154,-0.1237,0.2189,0.277
1.412563,0.5074,-0.0938,-0.1458,0.536
1.421030,0.3133,-0.0934,-0.2850,0.434
1.431442,-0.1429,-0.0041,-0.0241,0.145
1.443170,-0.3735,-0.0520,0.1772,0.417
1.451253,-0.1239,-0.1295,0.3792,0.419
1.461340,0.0665,-0.0305,0.2385,0.249
1.471087,0.1985,-0.1867,0.1087,0.293
1.481674,0.6845,-0.1470,-0.0886,0.706
1.494844,0.7913,-0.0972,-0.0908,0.802
1.501622,0.3822,0.0608,-0.0451,0.390
1.511266,-0.4664,-0.0457,-0.0778,0.475
1.521160,-1.0807,-0.0150,0.3796,1.146
1.531446,-1.1001,-0.0044,0.9176,1.433
1.546553,0.0913,0.0046,0.4021,0.412
1.551189,0.5465,0.1503,-0.3850,0.685
1.561066,-0.1452,-0.1551,-0.5143,0.556
1.572424,-0.6952,0.0502,0.1568,0.714
1.581080,-0.5813,0.0107,0.4049,0.708
1.593595,-0.7535,-0.0585,0.3009,0.813
1.601179,-0.0451,0.1466,-0.0185,0.154
1.611990,-0.2107,0.1358,-0.3081,0.397
1.621288,-0.1804,0.0762,-0.1377,0.239
1.631386,-0.1017,-0.0225,-0.0163,0.105
1.643936,0.1923,-0.2097,0.0172,0.285
1.652211,0.2517,-0.3380,-0.1653,0.453
1.660968,0.2242,-0.3285,-0.1924,0.442
1.671207,0.3550,-0.0144,-0.7325,0.814
1.681314,-0.3662,0.0556,0.2125,0.427
1.691208,-0.8033,0.3024,-0.0881,0.863
1.702730,-0.9885,0.4702,-0.5148,1.210
1.711281,-0.7359,0.3443,0.0167,0.813
1.722879,-0.6152,0.2085,-0.1094,0.659
1.731337,-0.1802,-0.0750,0.2772,0.339
1.741324,0.4584,-0.3291,0.4481,0.721
1.751172,0.7266,-0.4464,0.7094,1.109
1.762251,0.6251,-0.6033,0.2383,0.901
1.771190,0.7525,-0.3975,0.3564,0.923
1.781415,0.2750,-0.4271,0.2401,0.562
1.791047,-0.0830,-0.2507,-0.1013,0.283
1.801095,0.0790,0.0242,-0.1413,0.164
1.811512,-0.0622,-0.0336,-0.4384,0.444
1.821295,0.0908,0.2228,-0.6502,0.693
1.831076,-0.0782,0.5392,0.4866,0.731
1.841186,-0.7762,0.0311,-0.1766,0.797
1.851168,0.0919,0.1700,0.8565,0.878
1.862504,-0.7174,-0.2608,0.2760,0.812
1.871075,-1.2451,-0.1433,0.6794,1.426
1.881148,0.1345,-0.0268,-0.1984,0.241
1.891433,1.4161,-0.1552,0.3643,1.470
1.901265,1.7519,-0.3131,1.9873,2.668
1.911199,-1.5526,-0.3565,-0.0013,1.593
1.921270,-1.3210,0.4819,-2.3109,2.705
1.931256,-0.7995,0.1376,-1.0012,1.289
1.941316,-0.2810,0.1390,0.3154,0.445
1.951018,-0.2157,-0.0174,-0.6776,0.711
1.963939,-0.3568,0.0229,0.1300,0.380
1.972935,-0.4498,-0.0248,0.5545,0.714
1.980994,-0.0933,-0.0636,0.2961,0.317
1.991001,0.3312,-0.2207,0.2953,0.496
2.001121,0.5710,-0.3487,0.4535,0.808
2.011161,0.4699,-0.3596,0.5365,0.799
2.020983,0.1749,-0.3612,0.6220,0.740
2.031464,0.0089,-0.2650,0.5232,0.587
2.040936,0.0002,-0.1888,0.2595,0.321
2.052786,-0.1062,-0.0343,-0.0820,0.138
2.061669,-0.3597,0.1695,-0.2775,0.485
2.071074,-0.5162,0.2460,-0.4350,0.718
2.081791,-0.3802,0.2248,-0.4767,0.650
2.091099,-0.1280,0.1549,-0.2751,0.341
2.101399,0.0059,0.0264,-0.0844,0.089
2.114468,0.0128,-0.1118,0.0666,0.131
2.121393,0.0985,-0.2010,0.1783,0.286
2.131468,0.0969,-0.2019,0.1824,0.289
2.141435,0.0471,-0.1538,0.1670,0.232
2.151264,-0.0510,-0.0860,0.1417,0.173
2.162104,-0.1981,-0.0476,0.0187,0.205
2.172170,-0.1201,-0.0192,-0.0647,0.138
2.182288,0.0164,-0.0199,-0.1005,0.104
2.190850,0.0945,-0.0205,-0.0882,0.131
2.201131,0.0947,-0.0407,-0.0557,0.117
2.212860,-0.0414,-0.0707,-0.0033,0.082
2.222191,-0.2068,-0.0616,0.0592,0.224
2.231018,-0.2944,-0.0620,0.1006,0.317
2.240974,-0.3042,-0.1312,0.0147,0.332
2.251171,-0.0894,-0.1021,0.0259,0.138
2.262254,0.1347,-0.1808,-0.0122,0.226
2.271128,0.1439,-0.1417,0.0766,0.216
2.281034,0.0558,-0.0732,0.1459,0.173
2.292458,-0.0314,-0.0537,0.1567,0.169
2.301193,-0.1970,0.0244,0.1384,0.242
2.311886,-0.3532,0.1025,0.0423,0.370
2.321165,-0.4516,0.1217,-0.1026,0.479
2.331332,-0.2769,0.1016,-0.1695,0.340
2.341150,-0.1030,-0.0359,-0.0803,0.135
2.351181,-0.0375,-0.0361,-0.0308,0.060
2.362255,-0.0698,-0.0656,0.1257,0.158
2.371412,-0.0335,-0.0952,0.1061,0.146
2.381656,0.0421,-0.1444,0.1259,0.196
2.391158,0.1576,-0.2034,0.1263,0.287
2.404177,0.1759,-0.1741,0.1857,0.309
2.413007,0.0873,-0.1450,0.1280,0.212
2.421649,-0.0002,-0.0767,0.1103,0.134
2.432811,-0.1464,-0.0182,0.0635,0.161
2.441434,-0.2437,0.0499,0.0268,0.250
2.452336,-0.3415,0.0591,-0.0096,0.347
2.462796,-0.1950,-0.0394,-0.0756,0.213
2.471253,-0.0978,-0.0104,-0.1716,0.198
2.481649,-0.1674,-0.0692,0.0732,0.195
2.491083,-0.1492,-0.0399,0.0144,0.155
2.501870,-0.1514,-0.0693,0.0238,0.168
2.512761,0.0226,-0.1183,0.1799,0.216
2.521319,0.0591,-0.1283,0.0526,0.151
2.533061,-0.0411,-0.0990,-0.1431,0.179
2.541081,-0.0038,-0.0989,-0.0558,0.114
2.554577,0.1021,-0.1183,-0.0082,0.156
2.563235,0.1893,-0.0984,0.1074,0.239
2.571136,-0.0459,-0.1470,0.1643,0.225
2.581565,-0.1244,-0.0880,0.2024,0.253
2.591321,-0.0952,-0.0388,0.2117,0.235
2.601457,0.0613,0.0100,0.0848,0.105
2.613737,0.1206,0.0490,-0.1691,0.213
2.621112,-0.0250,0.1666,-0.4036,0.437
2.631471,0.0653,0.3631,-0.5522,0.664
2.641109,-0.9807,-0.2241,0.5413,1.142
2.651106,-0.5777,-0.5572,0.5303,0.962
2.660820,0.3201,-0.1659,0.2986,0.468
2.671144,0.0533,-0.4897,0.7013,0.857
2.681641,0.6206,0.0195,0.1942,0.651
2.692481,0.1802,-0.1775,-0.4577,0.523
2.700978,-0.5420,-0.0207,-0.1327,0.558
2.710989,-0.4130,0.2735,0.1022,0.506
2.722646,-0.4423,0.0871,-0.0347,0.452
2.732675,-0.1001,-0.0306,-0.0145,0.106
2.741053,0.3295,-0.2762,0.0655,0.435
2.751039,0.4957,-0.4628,0.4200,0.798
2.760780,0.6054,-0.4729,0.4512,0.891
2.772486,0.2473,-0.4144,0.3759,0.612
2.781141,0.3126,-0.2285,0.3399,0.515
2.791010,0.2613,0.0160,-0.0767,0.273
2.801042,0.0450,0.2799,-0.3940,0.485
2.811152,-0.2295,0.4459,-0.6817,0.846
2.821030,-0.8570,0.3867,-0.1185,0.948
2.831963,-0.9471,0.2390,0.0731,0.980
2.841648,-0.4921,-0.0564,0.3060,0.582
2.852634,0.0199,-0.1559,0.3537,0.387
2.861097,-0.0468,-0.1674,0.2843,0.333
2.871262,-0.0250,-0.1986,0.4509,0.493
2.881482,0.0557,-0.1514,0.4614,0.489
2.891090,-0.0193,-0.1339,0.2971,0.326
2.901151,0.0627,-0.1362,0.1832,0.237
2.910915,0.2827,-0.2269,0.2271,0.428
2.921053,0.1507,-0.3471,0.2618,0.460
2.933603,0.1577,-0.3202,0.0619,0.362
2.941042,-0.1275,-0.2438,0.1056,0.295
2.952127,-0.3540,-0.0593,0.3047,0.471
2.960783,-0.2481,-0.0123,-0.0242,0.250
2.971562,0.0433,0.0346,0.1857,0.194
2.983155,-0.0472,0.1206,-0.1127,0.172
2.991375,-0.1574,0.1770,-0.3315,0.407
3.001350,-0.2186,0.1552,-0.2176,0.345
3.015131,-0.2607,0.1528,-0.2504,0.392
3.021013,-0.2644,0.0131,-0.1358,0.298
3.031691,-0.0923,-0.1656,0.2820,0.340
3.041058,0.0595,-0.2661,0.4161,0.497
3.051571,0.1137,-0.3078,0.3256,0.462
3.060732,0.1197,-0.2121,0.2154,0.325
3.072355,0.0300,-0.0187,0.0302,0.046
3.085897,-0.0899,0.1162,-0.0699,0.163
3.092726,-0.2504,0.1537,-0.2128,0.363
3.101673,-0.2727,0.1711,-0.2048,0.382
3.111040,-0.2762,-0.0175,0.0191,0.277
3.120890,-0.0951,-0.1475,-0.1969,0.264
3.132480,0.1624,-0.1304,0.2427,0.320
3.141648,0.1868,-0.2207,0.6123,0.677
3.151205,0.1148,-0.1739,0.4935,0.536
3.161272,-0.0833,-0.0390,0.2693,0.285
3.172929,-0.1732,-0.0024,0.3116,0.357
3.182423,-0.0776,-0.1034,0.2975,0.324
3.191193,-0.1587,-0.1849,0.3926,0.462
3.203316,-0.0925,-0.2566,0.4692,0.543
3.211231,0.0711,-0.4364,0.1853,0.479
3.222249,0.2663,-0.6658,0.2704,0.766
3.236848,0.5475,-0.7268,1.0762,1.409
3.241576,0.5081,-0.3860,1.1620,1.326
3.252506,-0.0667,0.0330,0.5265,0.532
3.260863,-0.4042,0.1675,-0.0268,0.438
3.271154,-0.3411,0.1744,-0.1470,0.410
3.282614,-0.3678,0.0735,-0.2280,0.439
3.291099,-0.4655,0.4629,-0.3183,0.730
3.301092,-0.2606,0.5186,-0.4068,0.709
3.311109,-0.2041,0.3194,-0.5134,0.638
3.321045,0.3817,-0.2033,-0.6094,0.747
3.332684,0.1840,-0.1077,0.1136,0.242
3.341321,-0.1483,-0.2273,0.0708,0.280
3.351054,0.1764,-0.0820,-0.0405,0.199
3.360684,0.1583,0.1517,0.1113,0.246
3.371180,1.0349,-0.3888,-0.2651,1.137
3.384419,0.9432,-0.0757,0.1986,0.967
3.391120,0.2497,-0.1345,0.3577,0.456
3.401708,-0.4703,0.1403,0.2745,0.562
3.411455,-0.1406,-0.2907,-0.0116,0.323
3.420961,0.7733,-0.3493,0.3096,0.903
3.432724,0.6706,-0.4465,0.6971,1.065
3.441496,0.5028,-0.5725,0.8870,1.169
3.451585,0.1010,-0.4921,1.0352,1.151
3.460704,0.1112,-0.4310,0.9852,1.081
3.470903,0.1806,0.7383,1.0921,1.331
3.483310,-0.2110,0.2308,-0.2786,0.419
3.491239,0.2980,0.1939,-1.7037,1.740
3.501670,-1.2033,0.4223,-1.6548,2.089
3.511082,-2.3949,0.8759,-1.0844,2.771
3.521020,-2.8154,-0.2004,-0.6261,2.891
3.536924,-1.0517,0.2023,-0.8533,1.369
3.541302,0.2540,0.2611,-0.6208,0.720
3.551576,1.1001,0.2808,-0.8305,1.407
3.560672,0.9604,0.2325,-0.8769,1.321
3.571461,-0.1152,-0.0109,-0.3715,0.389
3.583487,-1.5527,0.2752,0.1109,1.581
3.591203,-1.7961,-0.3018,-0.8810,2.023
3.601667,-0.2359,-0.0567,-1.6255,1.644
3.611061,1.1646,0.3156,-1.0356,1.590
3.621091,0.7564,0.1789,-0.2011,0.803
3.630997,0.0098,-0.1138,0.3455,0.364
3.641080,-0.7746,-0.3673,0.2649,0.897
3.654319,-1.2479,-0.3759,-0.0214,1.303
3.661822,-1.3923,-0.2773,-0.2878,1.449
3.671410,-0.9930,-0.1794,-0.6516,1.201
3.681107,-0.2647,0.0453,-1.0946,1.127
3.691232,-0.4007,-0.0044,-0.5344,0.668
3.701335,-0.1746,-0.5152,-0.1728,0.571
3.711145,1.0002,0.7879,-0.2791,1.303
3.722813,0.8680,-0.1435,0.2613,0.918
3.731177,0.1203,0.2292,0.3618,0.445
3.741719,0.1509,0.0829,-0.1376,0.220
3.751284,-1.0140,-0.2691,-0.1586,1.061
3.761049,-2.0839,-0.3764,-0.2673,2.134
3.771105,-2.3684,-0.5536,-0.6382,2.515
3.781036,-1.1822,-0.2515,-0.5491,1.328
3.794790,1.7512,0.1968,0.3790,1.803
3.801716,1.7614,0.1857,0.5301,1.849
3.811600,0.2119,0.0287,0.5248,0.567
3.821170,-0.0608,0.0485,0.8439,0.847
3.831234,0.3239,0.0486,0.8245,0.887
3.841070,0.9354,-0.0494,0.7122,1.177
3.851870,0.6684,-0.3236,0.6213,0.968
3.861170,-1.0359,-0.5188,0.4024,1.226
3.870989,-2.1450,-0.4397,-0.1308,2.194
3.881457,-1.3704,-0.1852,-0.9769,1.693
3.891743,0.0346,0.1863,-1.1010,1.117
3.902855,0.9785,0.6269,-0.3774,1.222
3.911549,1.4566,0.6268,0.3761,1.630
3.923770,0.8831,0.1272,0.5946,1.072
3.930903,-0.3323,-0.3816,0.9927,1.114
3.941618,-0.3620,-0.5673,1.3251,1.486
3.953647,-0.1876,-0.4689,1.2101,1.311
3.961322,-0.4155,-0.2434,0.8240,0.954
3.972955,-0.1259,0.0011,0.1866,0.225
3.980906,0.2529,0.2359,-0.3607,0.500
3.991282,0.0931,0.3532,-0.5551,0.664
4.000932,0.0720,0.2941,-1.0931,1.134
4.011146,0.1596,0.1961,-0.7619,0.803
4.022342,0.5622,0.0495,0.2711,0.626
4.031227,-0.0036,-0.2832,0.3548,0.454
4.041041,-0.6171,-0.3020,0.3403,0.767
4.051155,-0.5758,-0.1347,0.1887,0.621
4.061031,-0.3312,-0.0168,-0.2265,0.402
4.071082,-0.2152,0.0322,-0.3878,0.445
4.081143,-0.0803,0.0325,-0.0809,0.119
4.091256,-0.0335,-0.0161,0.2542,0.257
4.101773,-0.4279,-0.1532,0.3949,0.602
4.110990,-0.7350,-0.1826,0.5671,0.946
4.121038,-0.3296,-0.2030,0.4784,0.615
4.131424,-0.2004,-0.2825,0.0984,0.360
4.140999,-0.6115,-0.2640,-0.6357,0.921
4.151965,-0.8978,-0.1081,-0.7092,1.149
4.161149,-0.7962,-0.1678,-0.4850,0.947
4.172123,-0.1910,0.1445,-0.0467,0.244
4.180920,0.0676,0.2407,0.0985,0.269
4.191153,-0.8797,0.0721,0.4125,0.974
4.205026,-1.7553,-0.3130,0.6123,1.885
4.211973,-1.8793,-0.4349,0.7379,2.065
4.225971,-1.6075,-0.3435,0.2507,1.663
4.231186,-0.4302,-0.1722,-0.1872,0.500
4.241135,0.7076,0.0177,-0.2346,0.746
4.251056,1.1714,-0.1147,-0.3439,1.226
4.261157,1.4578,0.0776,-0.3875,1.510
4.271745,1.7274,0.2321,-0.2183,1.757
4.281002,0.8938,0.1916,0.2540,0.949
4.291532,-0.3136,-0.0055,0.0239,0.315
4.301903,-0.9136,0.0520,-0.1545,0.928
4.311105,-1.2646,-0.0768,-0.4301,1.338
4.320899,-1.6046,-0.1665,-0.4819,1.684
4.330880,-0.8195,-0.1971,-0.5373,1.000
4.341395,0.2621,-0.3252,-0.4317,0.601
4.356106,0.9513,-0.5014,-0.2920,1.114
4.361998,1.0602,-0.4117,0.0384,1.138
4.372212,1.0716,-0.2430,0.5623,1.234
4.380912,0.6807,-0.0153,0.8525,1.091
4.391121,0.3453,0.0452,0.6874,0.771
4.402832,0.8175,0.2720,-0.0887,0.866
4.411048,0.6490,0.3123,-0.0685,0.723
4.421496,0.5945,0.4408,-0.5580,0.927
4.431048,1.8121,0.4029,-1.2271,2.225
4.441025,2.9942,-0.0754,-1.0037,3.159
4.451865,2.6254,-0.8568,-0.2996,2.778
4.461058,1.1287,-1.6082,0.3008,1.988
4.471003,-1.1324,-2.0359,1.4328,2.735
4.481176,-2.2695,-1.1599,1.3190,2.870
4.493079,-2.6637,-0.0792,0.3631,2.690
4.502807,-2.4380,0.8831,-0.1071,2.595
4.511099,-1.4134,0.8940,-0.4686,1.737
4.522757,0.4934,0.2674,-0.5078,0.757
4.531753,1.3931,0.0629,0.0883,1.397
4.541097,0.5688,0.0940,0.4187,0.713
4.553758,-0.3349,0.0270,0.2608,0.425
4.561047,-0.9728,0.0970,0.1149,0.984
4.572078,0.2280,0.0294,-0.6270,0.668
4.581399,0.4666,-0.0086,-0.4278,0.633
4.590972,-1.1966,-0.1252,-0.2476,1.228
4.601137,-2.1218,0.3951,-0.3795,2.191
4.611332,-1.7752,0.5135,-0.1309,1.853
4.624136,-0.0395,-0.2310,-0.0414,0.238
4.631240,0.5942,-1.0536,0.6128,1.356
4.640931,0.2599,-1.5131,0.8550,1.757
4.652815,0.4185,-1.6987,0.4455,1.805
4.661485,0.2665,-1.4238,0.1277,1.454
4.671309,-0.1480,-1.0509,0.0761,1.064
4.680988,-0.8005,-0.8941,-0.0614,1.202
4.691296,-1.3018,-0.1981,-0.4137,1.380
4.703093,-0.6571,0.4886,-0.4956,0.957
4.711055,0.2471,0.7936,-0.3368,0.897
4.722683,0.8538,1.3154,0.0214,1.568
4.731086,1.0505,1.2878,0.5389,1.747
4.741271,1.1261,0.8489,0.8453,1.644
4.753700,0.7903,0.2727,1.0148,1.315
4.761085,0.4525,-0.0193,1.1077,1.197
4.771830,-0.0759,-0.0864,1.0475,1.054
4.781169,-0.2196,0.0811,0.7856,0.820
4.791152,-0.0487,0.4346,0.4583,0.633
4.801743,-0.1413,0.5916,0.1827,0.635
4.811340,-0.0080,0.4738,-0.0421,0.476
4.823198,0.1286,-0.0261,0.2413,0.275
4.831130,0.0248,-0.3298,0.5826,0.670
4.841480,-0.2116,-0.2608,0.5414,0.637
4.854277,-0.4781,-0.1134,0.0792,0.498
4.862226,-0.7930,0.0730,-0.4410,0.910
4.872636,-0.9009,0.4166,-0.8642,1.316
4.881020,-0.7309,0.2012,-0.9743,1.234
4.891073,-0.1451,0.3879,-0.7515,0.858
4.901152,-0.0796,0.5551,-0.2845,0.629
4.911064,0.2506,0.3596,0.1815,0.474
4.923965,0.2886,0.1053,0.5204,0.604
4.931634,0.1818,-0.0611,0.5774,0.608
4.941371,0.1361,-0.2376,0.4702,0.544
4.951159,0.1508,-0.2968,0.3939,0.516
4.961097,0.1181,-0.3167,0.2003,0.393
4.970991,0.1065,-0.2286,0.0157,0.253
4.981196,-0.1978,0.0461,-0.2301,0.307
4.991177,-0.9629,0.5270,-0.5457,1.226
5.001195,-0.9067,0.6648,-0.7053,1.327
5.011649,-0.5898,0.4986,-0.6493,1.009
5.021174,-0.8151,-0.0402,-0.2407,0.851
5.031530,-0.4566,-0.1770,0.5108,0.708
5.041315,-0.2378,-0.4024,0.9698,1.077
5.051078,0.1662,-0.5402,1.0899,1.228
5.061483,0.3261,-0.6001,1.1162,1.309
5.077303,0.1643,-0.4449,0.9318,1.046
5.080946,0.2105,-0.3688,0.5947,0.731
5.091523,0.3270,-0.1164,-0.1819,0.392
5.100916,0.2689,0.3126,-1.1461,1.218
5.111154,-0.2384,0.6056,-1.6862,1.807
5.121664,-0.2849,0.7427,-1.5571,1.749
5.131019,-0.1069,0.4102,-0.6613,0.785
5.141126,0.0708,0.0780,0.0067,0.106
5.151084,0.2492,-0.3130,0.4495,0.602
5.161472,0.1939,-0.4787,1.0705,1.189
5.172061,-0.0462,-0.5469,0.8420,1.005
5.180948,-0.1391,-0.4880,0.5970,0.784
5.191059,-0.1146,-0.2919,0.3822,0.494
5.201328,-0.3850,0.0314,-0.0772,0.394
5.211130,-0.5288,0.1099,-0.7729,0.943
5.222357,-0.5645,0.6791,-0.8932,1.256
5.231056,-0.3292,0.4050,-0.9263,1.063
5.241147,0.2694,0.0923,-0.2963,0.411
5.251173,0.7420,-0.0827,0.2427,0.785
5.261539,-0.0242,-0.3752,0.6835,0.780
5.272426,-0.5659,-0.4132,0.6859,0.981
5.281690,-0.0395,-0.4812,0.5447,0.728
5.292831,0.4757,-0.3138,0.9039,1.069
5.300886,-0.3328,-0.3237,0.5516,0.721
5.311553,0.0062,-0.0200,0.2115,0.213
5.325633,-0.3014,0.0576,-0.0183,0.307
5.331518,-0.3459,0.3117,-0.2177,0.514
5.341186,-0.4499,0.1833,-0.2108,0.530
5.351153,0.0228,0.0548,-0.0565,0.082
5.361402,0.2014,-0.1422,0.1764,0.303
5.372543,0.0776,-0.2413,0.1643,0.302
5.381308,0.1217,-0.2031,0.2601,0.352
5.391152,0.2253,-0.1745,0.0712,0.294
5.401128,0.0471,0.0303,-0.0088,0.057
5.411458,0.3310,0.1177,0.1754,0.393
5.422000,0.0482,-0.2264,0.3219,0.396
5.431331,-0.3997,-0.0905,0.4223,0.588
