time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.766067,0.0051,-0.0223,-0.2255,0.227
2.775953,-0.6775,-0.0320,0.2999,0.742
2.786038,-0.7448,-0.0613,0.4249,0.860
2.796538,-0.4331,-0.0123,0.1804,0.469
2.805949,-0.3586,0.1544,-0.0234,0.391
2.816135,-0.1872,0.0661,-0.2758,0.340
2.829394,-0.2320,-0.1299,-0.0478,0.270
2.836491,-0.1201,-0.2572,0.4137,0.502
2.846116,0.1382,-0.2178,0.7286,0.773
2.855989,-0.1016,0.0565,0.1363,0.179
2.866407,0.0609,-0.1594,-0.6907,0.711
2.876382,-0.0788,0.0269,-0.1990,0.216
2.887305,-0.3662,-0.0515,0.2732,0.460
2.895970,-0.6240,-0.1299,0.3931,0.749
2.905928,0.0068,-0.2083,0.2390,0.317
2.916117,0.1570,-0.1395,0.4966,0.539
2.926425,0.2887,-0.0121,-0.0968,0.305
2.936139,0.0591,0.0367,-0.1902,0.203
2.945940,-0.0908,0.0563,-0.1774,0.207
2.956634,-0.0249,0.1053,-0.0865,0.139
2.966153,0.0020,0.0954,-0.0927,0.133
2.979800,-0.0197,0.0462,-0.1766,0.184
2.986895,-0.0512,0.0362,-0.1729,0.184
2.996466,-0.0531,-0.0030,-0.1695,0.178
3.006268,0.0235,-0.0325,-0.0492,0.063
3.016405,0.1007,-0.1110,0.0611,0.162
3.027007,0.1197,-0.0229,-0.1120,0.166
3.037147,-0.3695,-0.0132,0.2714,0.459
3.046755,-0.5950,-0.0526,0.4013,0.720
3.055942,-0.6367,-0.0528,0.4850,0.802
3.066240,-0.3673,-0.0432,0.3160,0.486
3.077166,-0.0011,-0.1022,-0.0287,0.106
3.086063,0.2085,-0.0336,-0.2864,0.356
3.097792,0.1939,-0.0239,-0.2911,0.351
3.106048,0.0238,0.0250,-0.0721,0.080
3.116808,-0.1455,-0.0239,0.0773,0.166
3.127473,-0.0796,-0.0337,0.0900,0.125
3.136203,-0.0040,0.0054,0.0248,0.026
3.146139,0.1016,-0.0240,-0.1092,0.151
3.156607,0.3555,-0.0045,-0.7444,0.825
3.166109,-0.1140,0.0250,0.0069,0.117
3.177607,-1.0148,0.0545,0.6209,1.191
3.185790,0.3171,-0.1121,-0.4658,0.575
3.196472,0.1203,-0.0335,0.1787,0.218
3.206139,0.1895,0.0254,-0.3921,0.436
3.216493,0.3089,-0.0823,-0.1697,0.362
3.226924,0.0869,-0.0037,-0.0776,0.117
3.236115,-0.3004,-0.0037,0.0343,0.302
3.246153,-0.2667,-0.0329,0.1362,0.301
3.255931,-1.4114,-0.2975,0.5425,1.541
3.266116,-0.4624,0.0753,0.5195,0.700
3.278158,1.7762,0.1541,-0.3819,1.823
3.285692,-0.7409,-0.3851,-0.1406,0.847
3.296181,0.0850,0.8210,0.2304,0.857
3.306222,-0.4345,-0.2181,0.3428,0.595
3.316209,-0.4638,0.0857,-0.1266,0.488
3.326179,0.3475,-0.0513,0.0391,0.353
3.336210,0.0625,-0.0611,-0.0105,0.088
3.346320,-0.2212,-0.0415,-0.1190,0.255
3.356634,-0.1720,0.0468,0.1143,0.212
3.367711,0.0832,-0.0903,0.0345,0.128
3.376049,0.3102,-0.1099,-0.0353,0.331
3.386500,0.1666,-0.1394,0.0709,0.229
3.396044,-0.1805,-0.1101,0.2057,0.295
3.409590,-0.1455,-0.0710,0.2719,0.316
3.423279,-0.6203,0.0366,0.2799,0.682
3.426010,-0.4895,-0.0027,0.2212,0.537
3.436220,0.1482,-0.0421,-0.1688,0.229
3.445892,0.3061,-0.0029,-0.3355,0.454
3.456026,0.0154,-0.0324,-0.5233,0.525
3.467934,0.0497,0.0166,-0.2533,0.259
3.475998,-0.2285,-0.0224,-0.0151,0.230
3.486227,-0.1738,-0.0614,0.3009,0.353
3.495913,0.0660,-0.1004,0.1968,0.231
3.506056,-0.1641,-0.1003,0.2992,0.356
3.518023,-0.2865,-0.0218,0.4710,0.552
3.526063,-0.3026,0.0075,0.3224,0.442
3.536223,-0.5749,-0.0122,0.4308,0.719
3.546079,-0.4085,-0.0712,0.1109,0.429
3.556085,0.0302,-0.0223,0.1348,0.140
3.568745,-0.1388,-0.0814,0.1697,0.234
3.576390,-0.2985,-0.0327,0.0787,0.310
3.586012,-0.1161,-0.1114,0.2327,0.283
3.596634,0.8306,-0.1803,-0.3674,0.926
3.606203,1.3509,0.4077,-0.3535,1.455
3.618244,-1.3868,-0.4457,-1.5792,2.148
3.626001,-0.6378,0.2608,0.1250,0.700
3.636155,-0.3047,-0.1990,1.5705,1.612
3.646081,-0.4042,0.2422,-1.2825,1.366
3.655950,0.4460,-0.1493,1.1006,1.197
3.671626,0.3770,-0.1392,0.6551,0.769
3.676673,0.4965,-0.1199,-0.3503,0.619
3.687144,0.2764,0.0073,0.6781,0.732
3.695999,-0.0886,0.0264,0.2103,0.230
3.706860,-0.8061,-0.2782,0.2076,0.878
3.718823,-1.2913,-0.2199,0.1051,1.314
3.726273,-0.9009,0.0248,0.0524,0.903
3.736347,-0.1715,0.1325,-0.0873,0.234
3.746015,0.1649,-0.0245,-0.0980,0.193
